IS431mec	GCF_900086615.2_NZ_LT571449.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	100985	100196	0.0	1459
IS431mec	GCF_900086615.2_NZ_LT571449.1_dnaA0_rlmHplus1Mbp	98.987	790	8	0	1	790	80349	81138	0.0	1415
IS431mec	GCF_900086615.2_NZ_LT571449.1_dnaA0_rlmHplus1Mbp	97.081	788	22	1	3	790	343721	344507	0.0	1327
IS431mec	GCF_900086615.2_NZ_LT571449.1_dnaA0_rlmHplus1Mbp	94.937	790	37	3	3	790	74069	73281	0.0	1234
IS431mec	GCF_047305325.1_NZ_CP178726.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	76769	75980	0.0	1459
IS431mec	GCF_047305325.1_NZ_CP178726.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	81672	80883	0.0	1459
IS431mec	GCF_047305325.1_NZ_CP178726.1_dnaA0_rlmHplus1Mbp	94.937	790	37	3	3	790	34406	33618	0.0	1234
IS431mec	GCF_047305315.1_NZ_CP178723.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	35150	34361	0.0	1459
IS431mec	GCF_047305315.1_NZ_CP178723.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	40496	39707	0.0	1459
IS431mec	GCF_045946425.1_NZ_CP064563.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	36482	35693	0.0	1459
IS431mec	GCF_045945235.1_NZ_CP064644.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	76810	76021	0.0	1459
IS431mec	GCF_045945235.1_NZ_CP064644.1_dnaA0_rlmHplus1Mbp	99.241	790	5	1	1	790	70407	71195	0.0	1424
IS431mec	GCF_045944145.1_NZ_CP064640.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	39945	40734	0.0	1459
IS431mec	GCF_045944145.1_NZ_CP064640.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	45296	46085	0.0	1459
IS431mec	GCF_045944145.1_NZ_CP064640.1_dnaA0_rlmHplus1Mbp	99.873	790	1	0	1	790	35160	34371	0.0	1454
IS431mec	GCF_045944115.1_NZ_CP064637.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	88651	87862	0.0	1459
IS431mec	GCF_045944115.1_NZ_CP064637.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	94105	94894	0.0	1459
IS431mec	GCF_045944115.1_NZ_CP064637.1_dnaA0_rlmHplus1Mbp	97.089	790	22	1	1	790	338923	339711	0.0	1330
IS431mec	GCF_045943905.1_NZ_CP064633.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	35160	34371	0.0	1459
IS431mec	GCF_045943905.1_NZ_CP064633.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	39945	40734	0.0	1459
IS431mec	GCF_045943905.1_NZ_CP064633.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	45296	46085	0.0	1459
IS431mec	GCF_045942415.1_NZ_CP064631.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	88651	87862	0.0	1459
IS431mec	GCF_045942415.1_NZ_CP064631.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	94105	94894	0.0	1459
IS431mec	GCF_045942415.1_NZ_CP064631.1_dnaA0_rlmHplus1Mbp	97.089	790	22	1	1	790	337591	338379	0.0	1330
IS431mec	GCF_045942405.1_NZ_CP064626.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	35150	34361	0.0	1459
IS431mec	GCF_045942175.1_NZ_CP064624.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	88651	87862	0.0	1459
IS431mec	GCF_045942175.1_NZ_CP064624.1_dnaA0_rlmHplus1Mbp	100.000	790	0	0	1	790	94105	94894	0.0	1459
